query_id	subject_id	identity	alignment_length	mismatches	gap_opens	q_start	q_end	s_start	s_end	evalue	bit_score
PATRIC_VF|SL1344_2868	PATRIC_VF|SL1344_2868	100	86	0	0	1	86	1	86	9.56e-57	166
PATRIC_VF|SL1344_2868	VFDB|VFG001013	69.136	81	25	0	1	81	1	81	2.69e-36	115
PATRIC_VF|Rv1791	PATRIC_VF|Rv1791	100	99	0	0	1	99	1	99	1.86e-62	182
PATRIC_VF|Rv1791	PATRIC_VF|Rv1788	88.506	87	10	0	1	87	1	87	3.08e-42	131
PATRIC_VF|VBIShiFle211407_3690	PATRIC_VF|VBIShiFle211407_3690	100	450	0	0	1	450	1	450	0	921
PATRIC_VF|VBIShiFle211407_3690	PATRIC_VF|STM14_4216	95.556	450	20	0	1	450	1	450	0	888
PATRIC_VF|VBIShiFle211407_3690	PATRIC_VF|STM3501	95.556	450	20	0	1	450	1	450	0	888
PATRIC_VF|VBIShiFle211407_3690	PATRIC_VF|SL1344_3468	95.61	410	18	0	40	449	1	410	0	813
PATRIC_VF|STM2304	PATRIC_VF|STM2304	100	85	0	0	1	85	1	85	3.97e-61	177
PATRIC_VF|STM474_0388	PATRIC_VF|STM474_0388	100	978	0	0	1	978	1	978	0	1919
PATRIC_VF|STM474_0388	PATRIC_VF|Z0469	62.874	1037	269	26	1	978	1	980	0	1061
PATRIC_VF|STM474_0388	VFDB|VFG046121	26.392	413	274	13	581	978	596	993	2e-24	107
PATRIC_VF|ERDMAN_0512	VFDB|VFG001381	100	428	0	0	1	428	1	428	0	888
PATRIC_VF|ERDMAN_0512	PATRIC_VF|ERDMAN_0512	100	428	0	0	1	428	1	428	0	888
PATRIC_VF|ERDMAN_0512	PATRIC_VF|ERDMAN_2108	35.6	250	148	2	15	251	26	275	1.24e-43	160
PATRIC_VF|ERDMAN_0512	PATRIC_VF|ERDMAN_2108	47.656	128	66	1	253	379	427	554	7.06e-31	122
PATRIC_VF|MRA_2063	PATRIC_VF|MRA_2063	100	4151	0	0	1	4151	1	4151	0	8164
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2048c	99.952	4151	2	0	1	4151	1	4151	0	8159
PATRIC_VF|MRA_2063	PATRIC_VF|BCG_2067c	99.566	4151	18	0	1	4151	1	4151	0	8114
PATRIC_VF|MRA_2063	PATRIC_VF|MAV_2450	80.895	4177	764	10	1	4151	2	4170	0	6463
PATRIC_VF|MRA_2063	PATRIC_VF|VBIMycTub147007_3262	59.789	2089	791	17	2028	4078	11	2088	0	2238
PATRIC_VF|MRA_2063	PATRIC_VF|VBIMycTub147007_3262	55.014	2094	865	25	4	2040	9	2082	0	2004
PATRIC_VF|MRA_2063	PATRIC_VF|Rv1661	60.914	2057	761	23	10	2038	10	2051	0	2148
PATRIC_VF|MRA_2063	PATRIC_VF|Rv1661	55.38	2091	868	27	2026	4082	4	2063	0	1907
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2946c	58.032	1606	639	13	2499	4078	1	1597	0	1633
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2946c	51.771	1609	714	20	476	2040	1	1591	0	1388
PATRIC_VF|MRA_2063	PATRIC_VF|Rv0405	51.699	971	416	13	1982	2922	27	974	0	893
PATRIC_VF|MRA_2063	PATRIC_VF|Rv0405	41.3	954	495	18	1	925	75	992	0	601
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2934	40.366	1147	635	19	34	1157	35	1155	0	667
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2934	38.335	1153	646	25	2057	3177	36	1155	0	613
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2934	30.996	271	159	6	1761	2022	1518	1769	2.08e-21	100
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2947c	68.062	454	141	3	4	455	16	467	0	619
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2947c	67.699	452	143	2	2028	2478	18	467	0	608
PATRIC_VF|MRA_2063	PATRIC_VF|MMAR_1767	39.346	1131	625	27	30	1126	1	1104	0	617
PATRIC_VF|MRA_2063	PATRIC_VF|MMAR_1767	37.778	1125	644	25	2058	3147	7	1110	8.55e-168	573
PATRIC_VF|MRA_2063	PATRIC_VF|MMAR_1767	33.293	817	460	22	3294	4066	1310	2085	3.01e-82	301
PATRIC_VF|MRA_2063	PATRIC_VF|MMAR_1767	33.741	818	462	25	1265	2039	1310	2090	2.6e-78	288
PATRIC_VF|MRA_2063	PATRIC_VF|Rv1527c	37.958	1146	637	29	20	1126	4	1114	6.76e-175	595
PATRIC_VF|MRA_2063	PATRIC_VF|Rv1527c	36.505	1156	665	27	2046	3159	4	1132	8.35e-166	567
PATRIC_VF|MRA_2063	PATRIC_VF|Rv1527c	32.509	809	451	23	3294	4053	1321	2083	2.87e-69	258
PATRIC_VF|MRA_2063	PATRIC_VF|Rv1527c	32.569	829	479	24	1236	2021	1292	2083	7.62e-69	257
PATRIC_VF|MRA_2063	PATRIC_VF|ERDMAN_3222	39.134	1132	623	27	30	1126	1	1101	4.93e-172	587
PATRIC_VF|MRA_2063	PATRIC_VF|ERDMAN_3222	37.913	1121	633	26	2058	3141	7	1101	1.83e-160	551
PATRIC_VF|MRA_2063	PATRIC_VF|ERDMAN_3222	33.9	823	450	26	3294	4066	1318	2096	1.01e-87	319
PATRIC_VF|MRA_2063	PATRIC_VF|ERDMAN_3222	34.027	817	454	25	1265	2034	1318	2096	1.31e-83	305
PATRIC_VF|MRA_2063	PATRIC_VF|JTY_2948	37.111	1156	662	27	22	1146	92	1213	6.51e-172	582
PATRIC_VF|MRA_2063	PATRIC_VF|JTY_2948	35.581	1231	722	27	1972	3166	18	1213	8.2e-170	575
PATRIC_VF|MRA_2063	PATRIC_VF|JTY_2948	31.761	318	180	8	1728	2039	1551	1837	5.48e-26	115
PATRIC_VF|MRA_2063	PATRIC_VF|JTY_2948	30.183	328	187	8	3758	4079	1551	1842	3.09e-23	107
PATRIC_VF|MRA_2063	VFDB|VFG002548	37.226	1139	637	24	37	1124	6	1117	5.7e-166	573
PATRIC_VF|MRA_2063	VFDB|VFG002548	35.603	1160	659	30	2059	3158	6	1137	3.42e-153	533
PATRIC_VF|MRA_2063	VFDB|VFG002548	34.263	896	494	24	1203	2034	1623	2487	1e-86	316
PATRIC_VF|MRA_2063	VFDB|VFG002548	33.777	826	463	20	3294	4066	1693	2487	7.52e-81	296
PATRIC_VF|MRA_2063	PATRIC_VF|MMAR_1772	35.635	898	537	19	2053	2921	3	888	2.18e-134	460
PATRIC_VF|MRA_2063	PATRIC_VF|MMAR_1772	34.961	901	535	23	37	907	9	888	9.38e-123	425
PATRIC_VF|MRA_2063	VFDB|VFG000362	36.513	912	517	23	2057	2937	27	907	1.16e-133	471
PATRIC_VF|MRA_2063	VFDB|VFG000362	34.257	902	527	23	34	906	26	890	3.34e-119	423
PATRIC_VF|MRA_2063	VFDB|VFG001823	46.911	437	227	3	34	467	4	438	1.84e-115	372
PATRIC_VF|MRA_2063	VFDB|VFG001823	46.697	439	230	3	2054	2490	2	438	1.41e-111	361
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2382c	46.911	437	227	3	34	467	4	438	1.84e-115	372
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2382c	46.697	439	230	3	2054	2490	2	438	1.41e-111	361
PATRIC_VF|MRA_2063	VFDB|VFG001822	33.756	394	242	6	521	899	60	449	6.32e-37	150
PATRIC_VF|MRA_2063	VFDB|VFG001822	30	360	231	7	2544	2886	60	415	1.75e-24	110
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2381c	33.756	394	242	6	521	899	60	449	6.32e-37	150
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2381c	30	360	231	7	2544	2886	60	415	1.75e-24	110
PATRIC_VF|MRA_2063	PATRIC_VF|MT2306	29.467	319	198	6	2166	2476	134	433	2.62e-22	100
PATRIC_VF|MRA_2063	PATRIC_VF|MT2306	29.73	259	162	3	201	453	189	433	3.66e-22	100
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2246	29.467	319	198	6	2166	2476	134	433	2.62e-22	100
PATRIC_VF|MRA_2063	PATRIC_VF|Rv2246	29.73	259	162	3	201	453	189	433	3.66e-22	100
PATRIC_VF|Rv1589	PATRIC_VF|Rv1589	100	349	0	0	1	349	1	349	0	707
PATRIC_VF|E2348C_2915	PATRIC_VF|E2348C_2915	100	1305	0	0	1	1305	1	1305	0	2652
PATRIC_VF|E2348C_2915	VFDB|VFG000772	99.923	1305	1	0	1	1305	1	1305	0	2649
PATRIC_VF|E2348C_2915	VFDB|VFG000630	54.361	1330	537	20	1	1305	1	1285	0	1383
PATRIC_VF|E2348C_2915	PATRIC_VF|SF2968	54.361	1330	537	20	1	1305	1	1285	0	1383
PATRIC_VF|E2348C_2915	PATRIC_VF|EC042_pAA035	53.153	1332	560	22	1	1305	1	1295	0	1334
PATRIC_VF|E2348C_2915	VFDB|VFG000844	52.774	1334	567	22	1	1305	1	1300	0	1323
PATRIC_VF|E2348C_2915	PATRIC_VF|pO157p78	52.774	1334	567	22	1	1305	1	1300	0	1323
PATRIC_VF|E2348C_2915	VFDB|VFG000902	51.618	1329	585	20	1	1305	5	1299	0	1277
PATRIC_VF|E2348C_2915	PATRIC_VF|c3619	51.618	1329	585	20	1	1305	5	1299	0	1277
PATRIC_VF|E2348C_2915	PATRIC_VF|EC2720900_3581	65.414	798	217	9	515	1305	619	1364	0	992
PATRIC_VF|E2348C_2915	PATRIC_VF|EC2720900_3581	30.81	568	308	25	1	513	1	538	8.09e-38	152
PATRIC_VF|E2348C_2915	VFDB|VFG000903	41.857	1443	629	42	1	1305	1	1371	0	913
PATRIC_VF|E2348C_2915	PATRIC_VF|EC042_4593	46.447	971	426	19	375	1305	456	1372	0	769
PATRIC_VF|E2348C_2915	PATRIC_VF|EC042_4593	35.39	551	287	23	1	507	1	526	3.09e-60	224
PATRIC_VF|E2348C_2915	VFDB|VFG000635	50	842	354	15	481	1305	279	1070	0	768
PATRIC_VF|E2348C_2915	VFDB|VFG000635	40.777	206	98	8	315	507	30	224	1.84e-23	105
PATRIC_VF|E2348C_2915	VFDB|VFG000862	47.75	800	365	16	1	782	1	765	0	675
PATRIC_VF|E2348C_2915	PATRIC_VF|APECO1_O1CoBM73	42.752	814	419	14	503	1305	600	1377	0	620
PATRIC_VF|E2348C_2915	PATRIC_VF|APECO1_O1CoBM73	30.162	557	316	24	1	510	1	531	3.01e-45	176
PATRIC_VF|E2348C_2915	VFDB|VFG000904	42.543	818	422	15	499	1305	596	1376	0	606
PATRIC_VF|E2348C_2915	VFDB|VFG000904	31.9	558	310	22	1	513	1	533	4.12e-44	172
PATRIC_VF|E2348C_2915	PATRIC_VF|c0393	42.543	818	422	15	499	1305	596	1376	0	606
PATRIC_VF|E2348C_2915	PATRIC_VF|c0393	31.9	558	310	22	1	513	1	533	4.12e-44	172
PATRIC_VF|E2348C_2915	VFDB|VFG000861	35.39	551	287	23	1	507	1	526	2.04e-63	224
PATRIC_VF|E2348C_2915	VFDB|VFG000261	29.423	537	276	22	39	499	11	520	6.86e-38	152
PATRIC_VF|E2348C_2915	VFDB|VFG000337	27.993	568	291	24	36	504	8	556	1.41e-33	138
PATRIC_VF|E2348C_2915	VFDB|VFG001149	33.594	256	130	9	348	569	373	622	2.53e-24	108
PATRIC_VF|SFK218_2865	PATRIC_VF|SFK218_2865	100	332	0	0	1	332	1	332	0	673
PATRIC_VF|SFK218_2865	VFDB|VFG000985	98.494	332	5	0	1	332	1	332	0	666
PATRIC_VF|SFK218_2865	VFDB|VFG000544	37.273	330	175	8	23	331	24	342	8.25e-60	192
PATRIC_VF|SFK218_2865	PATRIC_VF|STM2883	37.273	330	175	8	23	331	24	342	8.25e-60	192
PATRIC_VF|SFK218_2865	PATRIC_VF|SL1344_2862	37.273	330	175	8	23	331	24	342	8.25e-60	192
PATRIC_VF|CP0138	VFDB|VFG000997	100	97	0	0	1	97	1	97	1.56e-66	192
PATRIC_VF|CP0138	PATRIC_VF|CP0138	100	97	0	0	1	97	1	97	1.56e-66	192
PATRIC_VF|Rv1345	VFDB|VFG001393	100	521	0	0	1	521	1	521	0	1032
PATRIC_VF|Rv1345	PATRIC_VF|Rv1345	100	521	0	0	1	521	1	521	0	1032
PATRIC_VF|Rv1345	PATRIC_VF|Rv1013	34.556	518	303	14	25	510	23	536	2.23e-72	237
PATRIC_VF|Rv1345	VFDB|VFG016058	36.228	403	217	13	148	518	164	558	1.72e-49	181
PATRIC_VF|Rv1345	PATRIC_VF|Rv2950c	29.69	549	305	21	34	518	41	572	2.75e-46	167
PATRIC_VF|Rv1345	PATRIC_VF|Rv2930	29.91	555	282	22	34	512	43	566	1.2e-43	160
PATRIC_VF|Rv1345	PATRIC_VF|Rv1185c	28.19	525	329	14	34	512	41	563	2.41e-41	154
PATRIC_VF|Rv1345	PATRIC_VF|MMAR_1765	29.681	502	290	14	65	512	73	565	3.69e-41	153
PATRIC_VF|Rv1345	PATRIC_VF|ERDMAN_3223	30.14	501	285	18	65	510	48	538	3.52e-40	150
PATRIC_VF|Rv1345	PATRIC_VF|Rv2941	30.14	501	285	18	65	510	73	563	3.91e-40	150
PATRIC_VF|lmo1014	PATRIC_VF|lmo1014	100	397	0	0	1	397	1	397	0	802
PATRIC_VF|lmo1014	PATRIC_VF|lmo1428	35.475	358	213	9	38	385	13	362	2.9e-65	211
PATRIC_VF|lmo1014	PATRIC_VF|Rv3758c	42.795	229	124	4	38	264	14	237	2.25e-55	184
PATRIC_VF|lmo1014	VFDB|VFG001206	40.359	223	129	3	43	264	20	239	6.73e-48	164
PATRIC_VF|lmo1014	VFDB|VFG000344	39.269	219	129	3	47	264	26	241	2.58e-45	157
PATRIC_VF|lmo1014	PATRIC_VF|Z2463	35.586	222	137	1	43	264	20	235	4.62e-43	151
PATRIC_VF|lmo1014	PATRIC_VF|Rv1238	32.735	223	144	1	42	264	19	235	3.66e-42	149
PATRIC_VF|lmo1014	PATRIC_VF|Rv2038c	32.432	222	144	1	43	264	21	236	8.71e-41	145
PATRIC_VF|lmo1014	PATRIC_VF|Rv3663c	36.33	267	150	8	6	267	284	535	2.68e-40	147
PATRIC_VF|lmo1014	PATRIC_VF|Rv3663c	30.739	257	159	5	20	264	5	254	1.13e-24	103
PATRIC_VF|lmo1014	PATRIC_VF|Rv0655	32.877	219	144	3	47	264	47	263	9.78e-33	123
PATRIC_VF|lmo1014	PATRIC_VF|MT1014	32.558	215	144	1	43	257	26	239	3.38e-31	116
PATRIC_VF|lmo1014	PATRIC_VF|Rv0986	32.558	215	144	1	43	257	26	239	3.38e-31	116
PATRIC_VF|lmo1014	PATRIC_VF|Btr_1145	28.512	242	155	3	29	255	7	245	1.83e-30	115
PATRIC_VF|lmo1014	VFDB|VFG000925	30.493	223	141	4	40	252	14	232	1.72e-28	110
PATRIC_VF|lmo1014	VFDB|VFG001269	33.945	218	119	7	47	253	492	695	1.45e-26	108
PATRIC_VF|lmo1014	PATRIC_VF|Rv0820	32.54	252	146	9	31	264	8	253	3.38e-26	103
PATRIC_VF|lmo1014	PATRIC_VF|lmo2429	31.818	220	122	3	47	252	24	229	5.89e-25	100
PATRIC_VF|lmo1014	VFDB|VFG000907	31.739	230	128	8	43	259	485	698	1.96e-24	102
PATRIC_VF|lmo1014	PATRIC_VF|APECO1_O1CoBM140	32.547	212	135	3	47	253	404	612	4.84e-24	102
PATRIC_VF|lmo1014	VFDB|VFG012509	32.547	212	135	3	47	253	388	596	6.18e-24	101
PATRIC_VF|lmo1014	VFDB|VFG007023	32.727	220	129	7	43	254	491	699	9.94e-24	100
PATRIC_VF|Rv3277	PATRIC_VF|Rv3277	100	272	0	0	1	272	1	272	0	554
PATRIC_VF|SFK227_2454	PATRIC_VF|SFK227_2454	100	58	0	0	1	58	1	58	1.61e-38	118
PATRIC_VF|Rv3409c	PATRIC_VF|Rv3409c	100	578	0	0	1	578	1	578	0	1182
PATRIC_VF|STM14_3468	VFDB|VFG000532	100	226	0	0	1	226	1	226	1.12e-172	471
PATRIC_VF|STM14_3468	PATRIC_VF|STM14_3468	100	226	0	0	1	226	1	226	1.12e-172	471
PATRIC_VF|STM14_3468	PATRIC_VF|SL1344_2849	100	226	0	0	1	226	1	226	1.12e-172	471
PATRIC_VF|HMPREF0358_4708	PATRIC_VF|HMPREF0358_4708	100	478	0	0	1	478	1	478	0	981
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000912	98.532	477	7	0	1	477	3	479	0	971
PATRIC_VF|HMPREF0358_4708	VFDB|VFG012337	97.904	477	10	0	1	477	3	479	0	964
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000876	64.269	431	144	2	49	469	26	456	0	585
PATRIC_VF|HMPREF0358_4708	PATRIC_VF|c5396	64.269	431	144	2	49	469	26	456	0	585
PATRIC_VF|HMPREF0358_4708	PATRIC_VF|Z2203	53.515	441	193	3	41	469	21	461	8.15e-165	485
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000446	49.767	430	206	2	45	469	21	445	2.53e-142	427
PATRIC_VF|HMPREF0358_4708	PATRIC_VF|STM0546	49.767	430	206	2	45	469	21	445	2.53e-142	427
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000454	42.637	455	241	8	36	476	9	457	2.06e-121	372
PATRIC_VF|HMPREF0358_4708	PATRIC_VF|STM14_4385	42.637	455	241	8	36	476	9	457	2.06e-121	372
PATRIC_VF|HMPREF0358_4708	PATRIC_VF|STM3638	42.637	455	241	8	36	476	9	457	2.06e-121	372
PATRIC_VF|HMPREF0358_4708	VFDB|VFG042443	39.709	413	229	9	77	477	57	461	1.48e-87	283
PATRIC_VF|HMPREF0358_4708	VFDB|VFG042425	36.887	469	254	11	37	477	6	460	1.13e-84	275
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000853	40.338	414	221	11	64	460	34	438	9.52e-84	273
PATRIC_VF|HMPREF0358_4708	PATRIC_VF|EC042_pAA031	40.338	414	221	11	64	460	18	422	2e-83	272
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000857	39.898	391	213	7	77	454	45	426	8.86e-83	270
PATRIC_VF|HMPREF0358_4708	VFDB|VFG042436	39.374	447	226	12	44	477	20	434	5.62e-81	265
PATRIC_VF|HMPREF0358_4708	VFDB|VFG042537	37.972	424	248	8	58	477	8	420	1.4e-80	264
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000353	36.689	447	263	11	40	477	6	441	4.41e-80	263
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000944	35.684	468	260	10	37	477	6	459	4.88e-80	263
PATRIC_VF|HMPREF0358_4708	VFDB|VFG042432	35.684	468	260	10	37	477	6	459	5.94e-80	263
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000419	31.9	442	288	7	40	477	1	433	4.26e-74	246
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000849	35.872	407	238	8	45	434	1	401	1.36e-72	243
PATRIC_VF|HMPREF0358_4708	PATRIC_VF|C4390_44170	35.872	407	238	8	45	434	1	401	2.03e-72	242
PATRIC_VF|HMPREF0358_4708	VFDB|VFG001146	35.437	412	244	8	78	478	44	444	3.04e-71	239
PATRIC_VF|HMPREF0358_4708	PATRIC_VF|STM474_0353	33.941	439	268	13	40	469	5	430	9.67e-70	235
PATRIC_VF|HMPREF0358_4708	PATRIC_VF|SL1344_2127	35.733	389	236	7	90	477	54	429	1.25e-68	232
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000008	35.062	405	243	9	77	469	44	440	1.04e-61	213
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000884	30.067	449	297	6	35	469	4	449	2.47e-57	201
PATRIC_VF|HMPREF0358_4708	VFDB|VFG000434	30.536	429	269	12	40	460	8	415	4.84e-44	162
PATRIC_VF|HMPREF0358_4708	PATRIC_VF|PSLT017	30.536	429	269	12	40	460	8	415	4.84e-44	162
PATRIC_VF|HMPREF0358_4708	PATRIC_VF|STM14_5542	30.536	429	269	12	40	460	8	415	4.84e-44	162
PATRIC_VF|HMPREF0358_4708	VFDB|VFG042446	44.444	117	62	1	229	345	1	114	2.57e-29	108
PATRIC_VF|HMPREF0358_4708	VFDB|VFG042552	28.974	390	236	17	90	469	64	422	3.09e-27	112
PATRIC_VF|lmo0929	PATRIC_VF|lmo0929	100	222	0	0	1	222	1	222	1.83e-164	450
PATRIC_VF|Rv1787	PATRIC_VF|Rv1787	100	365	0	0	1	365	1	365	0	712
PATRIC_VF|Rv1787	PATRIC_VF|Rv1790	84.153	366	41	3	1	365	1	350	4.99e-176	490
PATRIC_VF|Rv1787	PATRIC_VF|MAV_2928	51.544	421	147	9	1	365	2	421	1.45e-85	263
PATRIC_VF|Rv1787	PATRIC_VF|Rv1807	44.499	409	173	8	1	365	1	399	7.74e-62	201
PATRIC_VF|Rv1787	PATRIC_VF|Rv1789	43.97	398	185	6	1	365	1	393	1.85e-54	181
PATRIC_VF|Rv1787	PATRIC_VF|MT1234	37.245	392	217	7	1	365	2	391	3.62e-53	178
PATRIC_VF|Rv1787	PATRIC_VF|Rv0355c	55.026	189	82	2	1	188	1	187	1.04e-38	144
PATRIC_VF|Rv1787	PATRIC_VF|MMAR_3661	52.632	190	87	2	1	187	3	192	5.28e-37	135
PATRIC_VF|Rv1787	VFDB|VFG002393	35.135	185	118	2	1	184	1	184	6.31e-30	111
PATRIC_VF|Rv1787	PATRIC_VF|Rv1168c	34.472	322	183	10	1	315	1	301	4.36e-29	112
PATRIC_VF|MT2018	PATRIC_VF|MT2018	100	425	0	0	1	425	1	425	0	859
PATRIC_VF|MT2018	PATRIC_VF|Rv1966	100	425	0	0	1	425	1	425	0	859
PATRIC_VF|MT2018	PATRIC_VF|MT0618	38.941	321	193	2	33	352	35	353	7.55e-62	202
PATRIC_VF|MT2018	PATRIC_VF|Rv3499c	33.913	345	214	5	22	366	22	352	1.47e-57	191
PATRIC_VF|MT2018	PATRIC_VF|Rv0169	34.516	310	201	2	19	327	22	330	1.18e-54	185
PATRIC_VF|E2348_P1_006	VFDB|VFG000752	100	402	0	0	1	402	1	402	0	821
PATRIC_VF|E2348_P1_006	PATRIC_VF|E2348_P1_006	100	402	0	0	1	402	1	402	0	821
PATRIC_VF|Rv3112	PATRIC_VF|Rv3112	100	83	0	0	1	83	1	83	1.24e-58	171
PATRIC_VF|Rv3112	PATRIC_VF|Rv3323c	65.06	83	28	1	1	83	1	82	4.75e-31	105
PATRIC_VF|lmo1416	PATRIC_VF|lmo1416	100	199	0	0	1	199	1	199	7.96e-144	395
PATRIC_VF|Z0037	PATRIC_VF|Z0037	100	382	0	0	1	382	1	382	0	792
PATRIC_VF|SL1344_4000	PATRIC_VF|SL1344_4000	100	227	0	0	1	227	1	227	2.67e-170	465
PATRIC_VF|STY4662	PATRIC_VF|STY4662	100	179	0	0	1	179	1	179	3.01e-134	370
PATRIC_VF|STY4662	PATRIC_VF|t4353	100	179	0	0	1	179	1	179	3.01e-134	370
PATRIC_VF|SL1344_4522	PATRIC_VF|SL1344_4522	100	181	0	0	1	181	1	181	1.67e-132	365
PATRIC_VF|MAP3738c	PATRIC_VF|MAP3738c	100	244	0	0	1	244	1	244	4.06e-180	491
PATRIC_VF|STM474_4629	PATRIC_VF|STM474_4629	100	340	0	0	1	340	1	340	0	709
PATRIC_VF|Z5665	VFDB|VFG034873	100	430	0	0	1	430	1	430	0	882
PATRIC_VF|Z5665	PATRIC_VF|Z5665	100	430	0	0	1	430	1	430	0	882
PATRIC_VF|STM474_2341	PATRIC_VF|STM474_2341	100	187	0	0	1	187	1	187	2.6e-139	383
PATRIC_VF|Rv2374c	PATRIC_VF|Rv2374c	100	343	0	0	1	343	1	343	0	672
PATRIC_VF|Rv3804c	VFDB|VFG001419	100	338	0	0	1	338	1	338	0	688
PATRIC_VF|Rv3804c	PATRIC_VF|Rv3804c	100	338	0	0	1	338	1	338	0	688
PATRIC_VF|Rv3804c	PATRIC_VF|MMAR_5368	84.639	332	51	0	1	332	1	332	0	583
PATRIC_VF|Rv3804c	VFDB|VFG001812	78.193	321	70	0	7	327	4	324	0	516
PATRIC_VF|Rv3804c	PATRIC_VF|Rv1886c	78.193	321	70	0	7	327	4	324	0	516
PATRIC_VF|Rv3804c	VFDB|VFG001811	67.385	325	104	1	1	325	4	326	2.05e-162	454
PATRIC_VF|Rv3804c	PATRIC_VF|Rv0129c	67.385	325	104	1	1	325	4	326	2.05e-162	454
PATRIC_VF|EC042_pAA011	PATRIC_VF|EC042_pAA011	100	404	0	0	1	404	1	404	0	810
PATRIC_VF|lmo2429	PATRIC_VF|lmo2429	100	263	0	0	1	263	1	263	0	541
PATRIC_VF|lmo2429	VFDB|VFG000925	42.324	241	137	1	21	259	24	264	4.55e-68	209
PATRIC_VF|lmo2429	VFDB|VFG044172	38.492	252	140	6	8	252	15	258	9.92e-45	149
PATRIC_VF|lmo2429	VFDB|VFG013070	38.115	244	137	5	8	245	5	240	1.29e-44	148
PATRIC_VF|lmo2429	PATRIC_VF|lmo1447	34.348	230	144	4	1	227	1	226	2.58e-38	132
PATRIC_VF|lmo2429	PATRIC_VF|LMOf2365_1877	31.466	232	146	5	5	232	1	223	1.42e-30	111
PATRIC_VF|lmo2429	PATRIC_VF|c1599	28.992	238	151	7	20	247	23	252	2.17e-29	109
PATRIC_VF|lmo2429	PATRIC_VF|lmo1014	31.818	220	122	3	24	229	47	252	3.44e-28	108
PATRIC_VF|lmo2429	PATRIC_VF|STM14_2301	32.751	229	131	4	1	228	1	207	1.18e-27	104
PATRIC_VF|lmo2429	PATRIC_VF|lmo0154	28.436	211	137	3	5	209	4	206	2.51e-27	103
PATRIC_VF|lmo2429	PATRIC_VF|Z2463	26.667	210	148	2	20	229	20	223	2.91e-26	102
PATRIC_VF|EcB171_3159	VFDB|VFG000751	100	552	0	0	1	552	1	552	0	1105
PATRIC_VF|EcB171_3159	PATRIC_VF|EcB171_3159	100	552	0	0	1	552	1	552	0	1105
PATRIC_VF|EcB171_3159	PATRIC_VF|E2348_P1_005	100	552	0	0	1	552	1	552	0	1105
PATRIC_VF|EcB171_3159	VFDB|VFG002434	29.064	406	241	9	171	542	190	582	5.93e-36	139
PATRIC_VF|EcB171_3159	VFDB|VFG002310	27.02	396	277	6	160	545	168	561	6.38e-28	115
PATRIC_VF|Rv1304	PATRIC_VF|Rv1304	100	250	0	0	1	250	1	250	0	501
PATRIC_VF|STM14_3471	VFDB|VFG000534	100	101	0	0	1	101	1	101	3.98e-70	201
PATRIC_VF|STM14_3471	PATRIC_VF|STM14_3471	100	101	0	0	1	101	1	101	3.98e-70	201
PATRIC_VF|STM14_3471	PATRIC_VF|STM2872	100	101	0	0	1	101	1	101	3.98e-70	201
PATRIC_VF|STM14_3471	PATRIC_VF|SL1344_2852	100	101	0	0	1	101	1	101	3.98e-70	201
PATRIC_VF|MT2245	PATRIC_VF|MT2245	100	404	0	0	1	404	1	404	0	803
PATRIC_VF|SL1344_0209	PATRIC_VF|SL1344_0209	100	505	0	0	1	505	1	505	0	1049
PATRIC_VF|STMUK_2112	PATRIC_VF|SL1344_2059	100	476	0	0	1	476	1	476	0	984
PATRIC_VF|STMUK_2112	PATRIC_VF|STMUK_2112	100	476	0	0	1	476	1	476	0	984
PATRIC_VF|STMUK_2112	VFDB|VFG013365	58.369	466	191	2	13	476	7	471	0	556
PATRIC_VF|STMUK_2112	VFDB|VFG001348	48.529	204	100	2	273	475	262	461	1.22e-58	197
PATRIC_VF|STMUK_2112	VFDB|VFG001309	36.816	201	107	4	279	476	1	184	3.47e-37	132
PATRIC_VF|STMUK_2112	VFDB|VFG001369	36.683	199	110	4	278	474	17	201	5.47e-28	108
PATRIC_VF|STM2885	VFDB|VFG000546	100	593	0	0	1	593	1	593	0	1175
