	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
1049778	YP_240335.1	PATRIC_VF|c5391	26.752	157	83	7	227	378	45	174	4.27e-07	47.4
1226870	YP_004324704.1	VFDB|VFG000965	40.385	52	31	0	4	55	8	59	7.87e-06	47.4
945633	YP_009325129.1	PATRIC_VF|SL1344_1828	32.955	88	49	2	40	127	30	107	6.05e-07	47.4
1027210	NP_835571.1	VFDB|VFG000957	30.968	155	88	8	109	259	119	258	3.42e-07	47.4
346764	YP_009152825.1	PATRIC_VF|ERDMAN_4243	23.478	230	142	6	140	345	468	687	1.65e-06	47.4
97570	YP_009018562.1	PATRIC_VF|Z1129	23.824	340	211	15	77	398	454	763	3.27e-06	47.4
346763	YP_009152825.1	PATRIC_VF|Rv3870	23.478	230	142	6	140	345	468	687	1.65e-06	47.4
576913	YP_009213373.1	PATRIC_VF|STM0448	26.712	146	92	4	94	235	68	202	1.92e-07	47.4
156346	YP_008771344.1	VFDB|VFG002382	23.478	230	142	6	140	345	468	687	1.68e-06	47.4
948356	YP_009323832.1	PATRIC_VF|Rv1981c	22.064	281	174	10	44	319	31	271	1.05e-06	47.4
215824	YP_009035616.1	PATRIC_VF|lmo0582	28.571	112	59	3	633	742	389	481	3.32e-06	47.4
210246	YP_009030517.1	PATRIC_VF|Rv2986c	31.868	91	62	0	1	91	1	91	1.16e-08	47.4
438070	YP_009103493.1	VFDB|VFG002159	33.088	136	58	6	208	320	111	236	9.63e-07	47.4
346762	YP_009152825.1	VFDB|VFG002382	23.478	230	142	6	140	345	468	687	1.65e-06	47.4
600231	YP_009217715.1	VFDB|VFG001839	26.708	161	118	0	80	240	547	707	5.12e-07	47.4
735522	NP_150182.1	PATRIC_VF|lmo2558	25.18	278	190	11	23	297	122	384	1.09e-06	47.4
181095	YP_009052380.1	VFDB|VFG013070	23.116	199	119	7	343	520	12	197	1.07e-06	47.4
181097	YP_009052380.1	VFDB|VFG044172	23.116	199	119	7	343	520	22	207	1.36e-06	47.4
1049777	YP_240335.1	VFDB|VFG000871	26.752	157	83	7	227	378	45	174	4.27e-07	47.4
222180	YP_009036994.1	VFDB|VFG000070	28.571	112	59	3	633	742	389	481	3.26e-06	47.4
1311216	YP_007008045.1	PATRIC_VF|Rv1981c	26.238	202	120	7	39	237	23	198	8.59e-07	47.4
634099	YP_009202154.1	PATRIC_VF|Rv1981c	22.857	280	173	10	44	319	31	271	8.01e-07	47.4
903496	YP_009304717.1	PATRIC_VF|Rv1938	27.0	100	70	2	25	122	27	125	4.97e-07	47.4
222182	YP_009036994.1	PATRIC_VF|Lmon1_020100003692	28.571	112	59	3	633	742	383	475	3.3e-06	47.4
295798	NP_046573.1	PATRIC_VF|STM14_4713	34.177	79	46	2	58	134	33	107	1.02e-08	47.4
500075	YP_009197723.1	VFDB|VFG002482	35.156	128	75	3	35	155	737	863	7.19e-07	47.4
156347	YP_008771344.1	PATRIC_VF|Rv3870	23.478	230	142	6	140	345	468	687	1.68e-06	47.4
1365322	YP_006907321.1	PATRIC_VF|lmo0582	28.571	112	59	3	633	742	389	481	3.21e-06	47.4
263380	YP_009101404.1	PATRIC_VF|Rv1981c	26.238	202	120	7	39	237	23	198	9.48e-07	47.4
222181	YP_009036994.1	PATRIC_VF|lmo0582	28.571	112	59	3	633	742	389	481	3.26e-06	47.4
1365321	YP_006907321.1	VFDB|VFG000070	28.571	112	59	3	633	742	389	481	3.21e-06	47.4
1243271	YP_004895248.1	PATRIC_VF|Rv1981c	26.238	202	120	7	39	237	23	198	9.31e-07	47.4
1267756	YP_006906759.1	PATRIC_VF|LMOf2365_1877	25.773	194	107	7	28	189	5	193	2.16e-07	47.4
1365323	YP_006907321.1	PATRIC_VF|Lmon1_020100003692	28.571	112	59	3	633	742	383	475	3.5e-06	47.4
557839	YP_009210062.1	PATRIC_VF|ERDMAN_4243	23.478	230	142	6	140	345	468	687	1.65e-06	47.4
887966	YP_009302291.1	PATRIC_VF|STM474_2178	39.13	69	36	2	17	84	14	77	1.96e-08	47.4
1243433	YP_004895272.1	PATRIC_VF|Rv2986c	31.868	91	62	0	1	91	1	91	1.16e-08	47.4
160611	YP_008772001.1	VFDB|VFG002319	30.233	129	81	5	9	129	8	135	1.26e-06	47.4
1027709	NP_795487.1	VFDB|VFG000979	26.0	150	98	4	104	252	88	225	2.79e-07	47.4
742359	YP_009273257.1	PATRIC_VF|Rv2745c	40.0	55	33	0	12	66	13	67	2e-09	47.4
156348	YP_008771344.1	PATRIC_VF|ERDMAN_4243	23.478	230	142	6	140	345	468	687	1.68e-06	47.4
557838	YP_009210062.1	PATRIC_VF|Rv3870	23.478	230	142	6	140	345	468	687	1.65e-06	47.4
1434459	YP_008051683.1	VFDB|VFG002482	35.156	128	75	3	35	155	737	863	8.67e-07	47.4
287577	YP_003084340.1	VFDB|VFG001377	21.698	212	146	4	18	210	288	498	1.5e-06	47.4
88201	YP_009018151.1	VFDB|VFG000077	26.994	163	108	5	75	235	36	189	1.55e-07	47.4
215823	YP_009035616.1	VFDB|VFG000070	28.571	112	59	3	633	742	389	481	3.32e-06	47.4
207581	YP_007001852.1	PATRIC_VF|lmo1771	31.25	80	54	1	3	82	2	80	1.8e-09	47.4
1320744	YP_007010297.1	PATRIC_VF|Rv1981c	23.558	208	122	6	39	242	24	198	8.53e-07	47.4
775497	YP_009290798.1	PATRIC_VF|STM474_0039	30.986	142	75	9	21	151	14	143	1.5e-06	47.4
158991	YP_008771691.1	PATRIC_VF|Z1129	23.834	386	244	12	115	486	429	778	2.36e-06	47.4
1062587	YP_006299897.1	VFDB|VFG000974	27.778	108	70	4	119	223	1021	1123	6.21e-07	47.4
853804	YP_009289991.1	PATRIC_VF|STM474_0413	39.583	48	29	0	206	253	216	263	9.69e-07	47.4
447347	YP_009188398.1	PATRIC_VF|Rv0867c	35.443	79	43	2	1448	1526	41	111	9.2e-06	47.4
1141742	YP_002418885.1	VFDB|VFG001795	33.766	77	49	2	150	225	770	845	4.19e-07	47.4
131854	YP_009043028.1	VFDB|VFG002482	28.926	121	77	2	2	118	754	869	2.36e-07	47.4
1383805	YP_007674478.1	PATRIC_VF|lmo1771	28.75	80	56	1	15	94	2	80	2.82e-09	47.4
1386611	YP_007675157.1	VFDB|VFG000967	42.553	47	27	0	4	50	8	54	1.18e-05	47.4
1196202	YP_004123778.1	VFDB|VFG000589	37.333	75	47	0	70	144	169	243	2.43e-07	47.4
1196203	YP_004123778.1	PATRIC_VF|SEN0952	32.979	94	62	1	50	142	128	221	2.85e-07	47.4
345380	YP_009151728.1	VFDB|VFG002319	26.667	210	127	7	51	245	40	237	9.36e-07	47.4
273318	YP_007001596.1	VFDB|VFG000965	40.385	52	31	0	4	55	8	59	1.53e-06	47.4
1250024	YP_004934627.1	PATRIC_VF|MT3385	28.571	182	121	7	60	237	37	213	4.81e-07	47.4
810890	YP_009280288.1	PATRIC_VF|Rv1981c	22.857	280	173	10	44	319	31	271	8.84e-07	47.4
151573	YP_008770533.1	VFDB|VFG002382	23.478	230	142	6	140	345	468	687	1.68e-06	47.4
761053	YP_009274976.1	PATRIC_VF|c5392	29.299	157	100	6	131	279	16	169	3.35e-07	47.4
1196979	YP_004123885.1	PATRIC_VF|Rv3416	38.824	85	45	2	10	87	7	91	2.78e-09	47.4
761052	YP_009274976.1	VFDB|VFG000872	29.299	157	100	6	131	279	16	169	3.35e-07	47.4
1250023	YP_004934627.1	PATRIC_VF|Rv3286c	28.571	182	121	7	60	237	37	213	4.81e-07	47.4
151574	YP_008770533.1	PATRIC_VF|Rv3870	23.478	230	142	6	140	345	468	687	1.68e-06	47.4
151575	YP_008770533.1	PATRIC_VF|ERDMAN_4243	23.478	230	142	6	140	345	468	687	1.68e-06	47.4
1466222	YP_007002744.1	PATRIC_VF|Rv2986c	31.868	91	62	0	1	91	1	91	1.16e-08	47.4
943435	YP_009324847.1	VFDB|VFG002287	30.208	96	65	2	169	263	2071	2165	1.38e-06	47.4
295799	NP_046573.1	PATRIC_VF|SL1344_3875	34.177	79	46	2	58	134	33	107	1.02e-08	47.4
159370	YP_008771743.1	PATRIC_VF|Rv1981c	26.238	202	120	7	39	237	23	198	9.65e-07	47.4
1209696	YP_004322338.1	VFDB|VFG001955	23.41	346	199	13	2	330	3	299	6.74e-07	47.4
995329	YP_006560852.1	VFDB|VFG003997	32.743	113	75	1	10	121	234	346	2.21e-07	47.4
1352406	YP_007006794.1	VFDB|VFG002553	27.564	156	94	4	6	153	2	146	3.72e-07	47.4
209041	YP_009030335.1	PATRIC_VF|Rv1981c	26.238	202	120	7	39	237	23	198	8.59e-07	47.4
438071	YP_009103493.1	PATRIC_VF|lmo1076	33.088	136	58	6	208	320	111	236	9.63e-07	47.4
181098	YP_009052380.1	PATRIC_VF|Rv0655	25.98	204	99	6	347	520	42	223	1.88e-06	47.4
153489	YP_008770952.1	PATRIC_VF|Rv1981c	26.238	202	120	7	39	237	23	198	9.65e-07	47.4
153102	YP_008770900.1	PATRIC_VF|Z1129	23.834	386	244	12	115	486	429	778	2.36e-06	47.4
735521	NP_150182.1	VFDB|VFG000078	25.18	278	190	11	23	297	122	384	1.09e-06	47.4
225838	YP_009055874.1	PATRIC_VF|STM474_0413	39.583	48	29	0	206	253	216	263	8.94e-07	47.4
1329696	YP_007111508.1	PATRIC_VF|LmonL_020200020201	26.718	131	92	2	63	190	20	149	9e-07	47.4
252238	YP_009103420.1	PATRIC_VF|c5391	25.478	157	85	5	227	378	45	174	5.24e-07	47.4
252237	YP_009103420.1	VFDB|VFG000871	25.478	157	85	5	227	378	45	174	5.24e-07	47.4
644415	YP_009198777.1	VFDB|VFG000966	34.021	97	53	3	78	174	39	124	8.31e-07	47.4
656576	YP_009225344.1	VFDB|VFG002482	35.156	128	75	3	35	155	737	863	7.19e-07	47.4
738336	YP_009269308.1	PATRIC_VF|STM474_2339	53.333	45	21	0	151	195	75	119	5.09e-07	47.4
894595	YP_009302535.1	VFDB|VFG002553	22.878	271	159	8	3	269	1	225	4.1e-07	47.4
1353955	YP_007349083.1	PATRIC_VF|Rv2986c	32.222	90	61	0	1	90	1	90	1.15e-08	47.4
1071446	YP_006383429.1	VFDB|VFG000377	34.4	125	68	3	57	177	252	366	6.17e-07	47.4
3315	YP_006908372.1	PATRIC_VF|MT2783	26.601	203	126	10	18	203	114	310	4.69e-07	47.4
525494	YP_009203280.1	PATRIC_VF|Rv0867c	39.706	68	33	1	200	267	44	103	1.39e-06	47.4
1019255	NP_542361.2	VFDB|VFG000109	28.947	152	81	6	7	140	8	150	6.62e-08	47.4
643904	YP_009188673.1	PATRIC_VF|c5391	26.752	157	83	7	227	378	45	174	4.27e-07	47.4
643903	YP_009188673.1	VFDB|VFG000871	26.752	157	83	7	227	378	45	174	4.27e-07	47.4
122722	YP_008869280.1	VFDB|VFG002482	40.187	107	48	3	22	112	682	788	2.75e-07	47.4
1404589	YP_007677605.1	VFDB|VFG002483	28.571	112	75	1	70	176	161	272	4.02e-07	47.4
984696	YP_009213700.1	VFDB|VFG000934	24.309	181	120	5	1	164	1	181	1.84e-07	47.4
928172	YP_009322462.1	VFDB|VFG001795	27.2	125	66	3	1432	1556	766	865	1.23e-05	47.4
213771	YP_009035289.1	PATRIC_VF|lmo0582	28.571	112	59	3	633	742	389	481	3.18e-06	47.4
786446	YP_009280091.1	PATRIC_VF|Rv1981c	23.077	234	127	7	40	271	27	209	1.11e-06	47.4
1289325	YP_007003409.1	VFDB|VFG001243	29.231	130	65	4	812	914	252	381	3.64e-06	47.4
470815	YP_009187837.1	PATRIC_VF|MAP1047	33.333	129	72	4	16	132	79	205	1.29e-07	47.4
213772	YP_009035289.1	PATRIC_VF|Lmon1_020100003692	28.571	112	59	3	633	742	383	475	3.21e-06	47.4
47527	YP_009008584.1	PATRIC_VF|Rv2123	34.266	143	93	1	9	150	9	151	1.22e-06	47.4
961149	YP_009223374.1	PATRIC_VF|STM474_0413	39.583	48	29	0	206	253	216	263	8.94e-07	47.4
842809	YP_009287253.1	PATRIC_VF|Rv2866	33.333	84	55	1	4	86	3	86	1.8e-09	47.4
1160833	YP_003084228.1	VFDB|VFG001228	22.059	204	139	6	2415	2600	384	585	1.9e-05	47.4
213770	YP_009035289.1	VFDB|VFG000070	28.571	112	59	3	633	742	389	481	3.18e-06	47.4
917465	YP_009320832.1	PATRIC_VF|Rv1981c	22.064	281	174	10	44	319	31	271	1.05e-06	47.4
1471212	YP_008431236.1	VFDB|VFG002483	28.571	112	75	1	70	176	161	272	4.02e-07	47.4
215825	YP_009035616.1	PATRIC_VF|Lmon1_020100003692	28.571	112	59	3	633	742	383	475	3.47e-06	47.4
621530	YP_009204368.1	PATRIC_VF|c5391	26.752	157	83	7	227	378	45	174	4.27e-07	47.4
467192	YP_009190175.1	PATRIC_VF|Z4136	27.465	142	84	5	20	159	184	308	1.71e-06	47.4
653135	YP_009224323.1	VFDB|VFG002482	35.156	128	75	3	35	155	737	863	7.19e-07	47.4
629055	YP_009208370.1	VFDB|VFG041302	23.098	368	220	11	1102	1438	95	430	1.02e-05	47.4
541275	YP_009206468.1	PATRIC_VF|STM474_0413	39.583	48	29	0	206	253	216	263	8.94e-07	47.4
576910	YP_009213373.1	PATRIC_VF|STM14_0530	26.712	146	92	4	94	235	68	202	1.92e-07	47.4
1161776	YP_003090255.1	VFDB|VFG003997	41.772	79	41	1	36	109	151	229	1.75e-07	47.4
1158840	YP_002925184.1	VFDB|VFG001353	33.721	86	33	3	230	315	202	263	6.81e-07	47.4
576912	YP_009213373.1	PATRIC_VF|SEN0430	26.712	146	92	4	94	235	68	202	1.92e-07	47.4
282806	YP_009118747.1	PATRIC_VF|STM14_4196	24.873	197	136	5	1	190	1	192	3.95e-07	47.4
282805	YP_009118747.1	PATRIC_VF|SL1344_3451	24.873	197	136	5	1	190	1	192	3.95e-07	47.4
324431	YP_009134434.1	VFDB|VFG013286	22.126	348	225	12	1	326	1	324	7.91e-07	47.4
106069	YP_008430900.1	PATRIC_VF|STM474_0413	39.583	48	29	0	206	253	216	263	8.94e-07	47.4
576911	YP_009213373.1	PATRIC_VF|STMUK_0455	26.712	146	92	4	94	235	68	202	1.92e-07	47.4
927563	YP_009322331.1	VFDB|VFG002287	30.208	96	65	2	169	263	2071	2165	1.17e-06	47.4
1099371	YP_001468690.1	VFDB|VFG000589	39.241	79	43	1	17	95	181	254	1.18e-07	47.4
1119437	YP_002014660.1	PATRIC_VF|Z1129	23.977	342	208	14	43	364	454	763	2.53e-06	47.4
1116119	YP_001994736.1	PATRIC_VF|STM474_2339	54.0	50	23	0	206	255	82	131	6.01e-07	47.4
548840	YP_009208465.1	VFDB|VFG002482	35.156	128	75	3	35	155	737	863	7.19e-07	47.4
1158860	YP_002925184.1	VFDB|VFG001356	31.683	101	64	4	223	319	196	295	1.06e-06	47.4
1273756	YP_006908040.1	PATRIC_VF|Lmon1_020100003692	29.091	110	61	3	637	746	383	475	3.82e-06	47.4
1216731	YP_004323291.1	PATRIC_VF|SL1344_1828	30.556	108	60	3	24	126	10	107	5.66e-07	47.4
557837	YP_009210062.1	VFDB|VFG002382	23.478	230	142	6	140	345	468	687	1.65e-06	47.4
950967	YP_009283891.1	PATRIC_VF|Rv1981c	26.238	202	120	7	39	237	23	198	9.31e-07	47.4
337079	YP_009042798.1	PATRIC_VF|Rv0950c	31.429	105	66	2	665	769	222	320	4.35e-06	47.4
869403	YP_009293298.1	PATRIC_VF|Rv2986c	31.868	91	62	0	1	91	1	91	1.16e-08	47.4
1231242	YP_004327453.1	PATRIC_VF|Rv1981c	26.238	202	120	7	39	237	23	198	9.48e-07	47.4
1273754	YP_006908040.1	VFDB|VFG000070	29.091	110	61	3	637	746	389	481	3.72e-06	47.4
763841	YP_009275872.1	VFDB|VFG034887	31.293	147	83	5	115	251	66	204	6.13e-07	47.4
212676	YP_009031715.1	PATRIC_VF|Rv1981c	22.857	280	173	10	44	319	31	271	8.76e-07	47.4
411348	YP_009169296.1	VFDB|VFG002028	23.913	276	159	11	1	245	1	256	5.54e-07	47.4
869581	YP_009293272.1	PATRIC_VF|Rv1981c	26.341	205	116	7	39	237	23	198	8.07e-07	47.4
621529	YP_009204368.1	VFDB|VFG000871	26.752	157	83	7	227	378	45	174	4.27e-07	47.4
1273755	YP_006908040.1	PATRIC_VF|lmo0582	29.091	110	61	3	637	746	389	481	3.72e-06	47.4
708081	YP_009220886.1	PATRIC_VF|Rv2986c	31.868	91	62	0	1	91	1	91	1.16e-08	47.4
1335495	YP_007112348.1	PATRIC_VF|LmonL_020200020201	26.718	131	92	2	63	190	20	149	9e-07	47.4
1221567	YP_004323973.1	PATRIC_VF|SL1344_1828	30.556	108	60	3	24	126	10	107	5.36e-07	47.4
610570	YP_009219822.1	PATRIC_VF|Z5110	28.324	173	100	7	143	297	660	826	1.52e-06	47.0
1438216	YP_008051992.1	VFDB|VFG002483	32.692	156	92	3	13	155	163	318	6.44e-07	47.0
30174	YP_009005204.1	PATRIC_VF|STM14_0650	27.523	218	133	13	59	261	52	259	2.26e-06	47.0
1228860	YP_004324985.1	PATRIC_VF|SL1344_1828	34.091	88	48	2	58	145	30	107	8.61e-07	47.0
309941	YP_009125058.1	PATRIC_VF|Rv3416	36.471	85	47	1	10	87	7	91	4.1e-09	47.0
1111846	YP_001700566.1	PATRIC_VF|LmonL_020200020201	28.767	146	100	3	60	201	6	151	1.14e-06	47.0
363905	YP_009153457.1	PATRIC_VF|STM474_0039	32.237	152	79	9	19	156	14	155	2.05e-06	47.0
270003	YP_009111306.1	VFDB|VFG007187	34.328	67	44	0	358	424	421	487	1.98e-06	47.0
1030756	NP_510894.1	VFDB|VFG007187	34.328	67	44	0	358	424	421	487	2.01e-06	47.0
207279	YP_007001813.1	VFDB|VFG000965	38.462	52	32	0	4	55	8	59	8.69e-06	47.0
1386203	YP_007675104.1	PATRIC_VF|SL1344_3451	27.273	209	110	9	1	192	1	184	6.76e-07	47.0
1460766	YP_008410073.1	VFDB|VFG002483	32.692	156	92	3	13	155	163	318	6.44e-07	47.0
940701	YP_009324369.1	PATRIC_VF|STM474_2178	39.13	69	36	2	16	83	14	77	2.38e-08	47.0
333583	YP_009140765.1	PATRIC_VF|lmo1771	32.5	80	53	1	3	82	2	80	2.81e-09	47.0
929394	YP_009322613.1	VFDB|VFG000322	26.174	149	99	5	203	344	165	309	1.1e-06	47.0
790463	YP_009282074.1	PATRIC_VF|STM474_0413	46.512	43	23	0	207	249	217	259	1.52e-06	47.0
1144402	YP_002533502.1	VFDB|VFG003997	46.667	60	32	0	27	86	157	216	1.66e-07	47.0
1038382	YP_214544.1	VFDB|VFG000430	22.511	231	144	9	3	201	19	246	6.82e-07	47.0
1038383	YP_214544.1	PATRIC_VF|t4351	22.511	231	144	9	3	201	19	246	6.82e-07	47.0
1416106	YP_007348975.1	VFDB|VFG002483	33.333	141	87	3	11	144	175	315	3.86e-07	47.0
181016	YP_009052385.1	PATRIC_VF|Z1202	23.346	257	163	11	230	464	11	255	5.22e-06	47.0
295828	NP_046575.1	PATRIC_VF|c1633	25.781	128	72	3	7	111	12	139	5.97e-08	47.0
160592	YP_008772000.1	PATRIC_VF|c5392	22.024	168	112	4	129	285	16	175	3.64e-07	47.0
1012584	NP_862840.1	VFDB|VFG000872	23.464	179	123	4	175	353	5	169	6.17e-07	47.0
246636	YP_009103698.1	VFDB|VFG001420	50.943	53	26	0	6	58	68	120	8.35e-09	47.0
965921	YP_008857548.1	VFDB|VFG002483	32.692	156	92	3	13	155	163	318	6.44e-07	47.0
1012585	NP_862840.1	PATRIC_VF|c5392	23.464	179	123	4	175	353	5	169	6.17e-07	47.0
1247075	YP_004934198.1	PATRIC_VF|Z1129	22.866	328	213	11	19	317	444	760	3.27e-06	47.0
1386204	YP_007675104.1	PATRIC_VF|STM14_4196	27.273	209	110	9	1	192	1	184	6.76e-07	47.0
961901	YP_009352362.1	PATRIC_VF|SEN3564	27.82	133	90	4	11	140	20	149	2.47e-07	47.0
160591	YP_008772000.1	VFDB|VFG000872	22.024	168	112	4	129	285	16	175	3.64e-07	47.0
1055550	YP_398515.1	VFDB|VFG002297	19.577	567	383	18	561	1085	606	1141	1.05e-05	47.0
30175	YP_009005204.1	PATRIC_VF|STM474_0576	27.523	218	133	13	59	261	52	259	2.26e-06	47.0
683692	YP_008130282.1	PATRIC_VF|CP0145	23.462	260	168	9	194	437	270	514	1.99e-06	47.0
1376840	YP_007673497.1	PATRIC_VF|STM14_4196	28.272	191	111	12	10	191	11	184	6.17e-07	47.0
1252035	YP_004935760.1	PATRIC_VF|Rv0867c	32.911	79	45	1	1484	1562	41	111	1.28e-05	47.0
1107550	YP_001604106.1	PATRIC_VF|Z2056	39.13	69	38	3	133	201	242	306	4.34e-07	47.0
246178	YP_009103637.1	VFDB|VFG000221	70.37	27	8	0	4	30	6	32	1.67e-08	47.0
899402	YP_009303893.1	PATRIC_VF|Rv3416	36.471	85	47	1	10	87	7	91	4.1e-09	47.0
1369225	YP_007518285.1	PATRIC_VF|STM474_2178	39.13	69	36	2	17	84	14	77	2.63e-08	47.0
1059395	YP_001293438.1	VFDB|VFG000974	27.778	108	70	4	119	223	1021	1123	7.86e-07	47.0
683691	YP_008130282.1	VFDB|VFG001004	23.462	260	168	9	194	437	270	514	1.99e-06	47.0
224689	YP_009043941.1	VFDB|VFG002288	37.5	72	42	3	202	272	1931	2000	1.74e-06	47.0
224688	YP_009043941.1	VFDB|VFG002288	25.698	179	98	6	169	317	2021	2194	1.68e-06	47.0
854488	YP_009290078.1	PATRIC_VF|STM14_3526	23.2	250	154	8	16	241	83	318	7.77e-07	47.0
91844	YP_008410744.1	PATRIC_VF|Rv3416	39.08	87	46	2	10	89	7	93	4.56e-09	47.0
226722	YP_009055989.1	VFDB|VFG022051	25.568	176	105	5	421	576	802	971	5.84e-06	47.0
224690	YP_009043941.1	VFDB|VFG002288	26.316	133	89	2	169	294	1939	2069	1.8e-06	47.0
93192	YP_009021432.1	PATRIC_VF|Z1129	23.834	386	244	12	115	486	429	778	2.76e-06	47.0
943807	YP_009324885.1	VFDB|VFG001356	30.282	142	91	6	169	305	202	340	1.16e-06	47.0
1386215	YP_007675106.1	PATRIC_VF|SL1344_1828	30.682	88	51	2	39	126	30	107	7.76e-07	47.0
1358317	YP_007348471.1	VFDB|VFG012002	24.268	239	149	8	4	234	8	222	8.53e-07	47.0
676675	YP_009196176.1	VFDB|VFG006587	21.86	215	154	5	16	225	37	242	9.63e-07	47.0
961900	YP_009352362.1	PATRIC_VF|STM14_4507	27.82	133	90	4	11	140	20	149	2.47e-07	47.0
126866	YP_009009055.1	PATRIC_VF|Rv0867c	37.333	75	39	1	200	274	44	110	2.09e-06	47.0
585941	YP_009215075.1	VFDB|VFG045470	41.509	53	31	0	13	65	9	61	1.08e-09	47.0
1102650	YP_001504177.1	PATRIC_VF|Z5110	28.324	173	100	7	143	297	660	826	1.52e-06	47.0
854489	YP_009290078.1	PATRIC_VF|SL1344_2903	23.2	250	154	8	16	241	83	318	7.77e-07	47.0
854487	YP_009290078.1	PATRIC_VF|SEN2763	23.2	250	154	8	16	241	83	318	7.77e-07	47.0
943431	YP_009324847.1	VFDB|VFG001377	32.323	99	56	3	183	275	200	293	1.15e-06	47.0
1224044	YP_004324305.1	VFDB|VFG002365	23.138	376	230	14	4	338	2	359	1.34e-06	47.0
1473471	NP_720296.1	VFDB|VFG003997	36.585	82	47	1	77	153	219	300	4.31e-07	47.0
1403742	YP_007677417.1	PATRIC_VF|Rv0867c	37.333	75	39	1	200	274	44	110	2.09e-06	47.0
1444915	YP_008051539.1	VFDB|VFG002483	32.692	156	92	3	13	155	163	318	6.44e-07	47.0
122738	YP_008869280.1	VFDB|VFG001839	29.07	86	61	0	25	110	620	705	3.8e-07	47.0
644416	YP_009198777.1	VFDB|VFG000967	35.052	97	52	3	78	174	39	124	1.3e-06	47.0
445808	YP_009188182.1	VFDB|VFG000966	40.426	47	28	0	4	50	8	54	1.33e-05	47.0
87556	YP_009018041.1	VFDB|VFG041326	24.348	115	81	2	157	266	97	210	7.26e-06	47.0
9480	YP_008767072.1	PATRIC_VF|STM474_2339	45.902	61	31	1	201	259	76	136	8.82e-07	47.0
489739	YP_009195194.1	PATRIC_VF|LmonL_020200020201	29.496	139	90	4	39	172	12	147	2.23e-07	47.0
481725	YP_008241473.1	VFDB|VFG000347	39.286	56	34	0	14	69	10	65	2.03e-06	47.0
262875	YP_009101077.1	VFDB|VFG000934	24.706	170	111	4	3	156	6	174	3.35e-07	47.0
1376839	YP_007673497.1	PATRIC_VF|SL1344_3451	28.272	191	111	12	10	191	11	184	6.17e-07	47.0
49299	YP_009009166.1	VFDB|VFG000078	31.373	102	65	2	23	123	119	216	5.52e-07	47.0
1037874	YP_214488.1	VFDB|VFG002374	23.552	259	171	8	3	255	2	239	7.85e-07	47.0
925414	YP_009321952.1	VFDB|VFG001377	28.477	151	76	7	181	309	137	277	1.03e-06	47.0
401509	YP_009098363.1	VFDB|VFG001795	46.512	43	23	0	237	279	795	837	1.1e-06	47.0
1228452	YP_004324929.1	VFDB|VFG000966	40.426	47	28	0	4	50	8	54	1.3e-05	47.0
106903	YP_008431010.1	VFDB|VFG022051	25.568	176	105	5	421	576	802	971	5.94e-06	47.0
1182781	YP_003934702.1	PATRIC_VF|STM474_0956	32.857	70	44	1	9	75	59	128	1.08e-07	47.0
873933	YP_003580102.1	PATRIC_VF|STM474_0956	26.708	161	96	7	5	154	52	201	1.46e-07	47.0
969422	YP_008858789.1	VFDB|VFG002483	32.692	156	92	3	13	155	163	318	6.92e-07	47.0
61000	YP_009011819.1	VFDB|VFG002483	32.692	156	92	3	13	155	163	318	6.44e-07	47.0
627188	YP_009199141.1	PATRIC_VF|SL1344_2903	29.71	138	79	5	15	143	94	222	4.15e-07	47.0
635858	YP_008531136.1	VFDB|VFG002483	32.692	156	92	3	13	155	163	318	6.44e-07	47.0
386410	YP_008858688.1	VFDB|VFG045470	41.509	53	31	0	13	65	9	61	1.08e-09	47.0
984789	YP_009213708.1	VFDB|VFG000430	27.322	183	82	7	4	137	19	199	5.11e-07	47.0
57332	YP_009011284.1	PATRIC_VF|Z1129	24.167	360	224	16	58	398	434	763	4.61e-06	47.0
972398	YP_008859491.1	VFDB|VFG002483	32.692	156	92	3	13	155	163	318	6.44e-07	47.0
984790	YP_009213708.1	PATRIC_VF|t4351	27.322	183	82	7	4	137	19	199	5.11e-07	47.0
1046807	YP_239446.1	PATRIC_VF|c5392	24.242	198	115	4	185	381	6	169	6.79e-07	47.0
114568	YP_009032549.1	PATRIC_VF|Rv1938	30.097	103	68	2	23	122	24	125	7.93e-07	47.0
226554	YP_009055966.1	PATRIC_VF|SL1344_2903	23.2	250	154	8	16	241	83	318	7.69e-07	47.0
732549	YP_006374.1	VFDB|VFG002482	34.965	143	62	3	17	128	675	817	4.71e-07	47.0
1209810	YP_004322349.1	VFDB|VFG002361	29.146	199	111	8	50	219	73	270	5.55e-07	47.0
981892	YP_009206909.1	VFDB|VFG000070	29.091	110	61	3	641	750	389	481	4.12e-06	47.0
981893	YP_009206909.1	PATRIC_VF|lmo0582	29.091	110	61	3	641	750	389	481	4.12e-06	47.0
1046806	YP_239446.1	VFDB|VFG000872	24.242	198	115	4	185	381	6	169	6.79e-07	47.0
981894	YP_009206909.1	PATRIC_VF|Lmon1_020100003692	29.091	110	61	3	641	750	383	475	4.23e-06	47.0
180843	YP_009052440.1	PATRIC_VF|Rv3526	30.769	78	52	2	40	115	32	109	1.77e-06	47.0
862597	YP_009291959.1	PATRIC_VF|LmonL_020200020201	28.058	139	98	1	75	211	12	150	5.92e-07	47.0
